n_features,post_r2,delta_r2
1,0.024655647324532737,
2,0.027335821423505213,0.0026801740989724765
3,0.0509564332956467,0.023620611872141484
4,0.05518659942690629,0.004230166131259594
5,0.060447970896688186,0.005261371469781895
6,0.06447447198701184,0.004026501090323653
7,0.06787713075660418,0.003402658769592337
8,0.07676953819876331,0.008892407442159134
9,0.07875604747360399,0.0019865092748406754
10,0.07916281913776657,0.00040677166416258626
11,0.0797233286222877,0.0005605094845211323
12,0.0800295689607996,0.00030624033851189836
13,0.08687915036494243,0.006849581404142824
14,0.12301333737793574,0.03613418701299331
15,0.12354413956181476,0.00053080218387902
16,0.1376066807618127,0.014062541199997947
17,0.14714895827897012,0.009542277517157416
18,0.15211681108326924,0.004967852804299122
19,0.16040642110794046,0.008289610024671212
20,0.17491200604369106,0.014505584935750604
21,0.18677465362702372,0.011862647583332664
22,0.1911197470890147,0.004345093461990968
23,0.1927710166684753,0.0016512695794606014
24,0.19446048272769734,0.0016894660592220445
25,0.19439783565047086,-6.264707722647422e-05
26,0.2251230607339635,0.030725225083492624
27,0.2415917383107129,0.016468677576749413
28,0.24921639174337573,0.007624653432662831
29,0.25218965132306204,0.002973259579686305
30,0.252585707559549,0.00039605623648697463
31,0.25314320583044936,0.0005574982709003473
32,0.2762051867861969,0.02306198095574752
33,0.2778763585130781,0.0016711717268812487
34,0.2779154370846346,3.9078571556494524e-05
35,0.2846130064722465,0.006697569387611901
36,0.29076540136814577,0.006152394895899249
37,0.29154375655570997,0.0007783551875641948
38,0.294519068920557,0.002975312364847049
39,0.29755790438173746,0.0030388354611804447
40,0.3128344514235406,0.015276547041803146
41,0.3128161923703172,-1.825905322339061e-05
42,0.31627332746354997,0.003457135093232755
43,0.3182768499248808,0.0020035224613308422
44,0.32014166212036743,0.0018648121954866204
45,0.3318579726356238,0.011716310515256345
46,0.3317852957487083,-7.267688691547924e-05
47,0.3604146171958137,0.028629321447105394
48,0.3606069172575058,0.00019230006169213
49,0.37490979867154384,0.014302881414038016
50,0.37578716917510635,0.0008773705035625134
51,0.39101082250316277,0.015223653328056419
52,0.3929415599869833,0.0019307374838205549
53,0.39407844510956525,0.001136885122581921
54,0.3997131428049161,0.005634697695350854
55,0.4002807286885316,0.0005675858836154957
56,0.4002448845124391,-3.584417609248103e-05
57,0.4238737698795976,0.02362888536715846
58,0.42702442746809877,0.0031506575885011934
59,0.4289960437859882,0.0019716163178894464
60,0.429497749790708,0.0005017060047197708
