alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-4.818456943192546,5.224565324075003,3
100.0,-6.154372671349724,7.030358799057502,3
70.0,-6.92860372378006,8.063195289701028,3
60.0,-7.328792061127469,8.59378743177785,3
50.0,-7.853946987064525,9.286919465603257,3
40.0,-8.568719643363325,10.224743464160554,3
30.0,-9.585265927920203,11.547248321251,3
0.01,-12.080237015484839,13.675625807255644,3
0.03,-12.107777884708051,13.714949244737888,3
0.1,-12.202265392385705,13.850095473332328,3
0.3,-12.45606814607455,14.2153310464459,3
1.0,-13.169743470918975,15.267309363716517,3
10.0,-13.292619203219703,16.192219470593734,3
3.0,-14.131943606174874,16.821225265794034,3
5.0,-14.227510059764784,17.149371557842656,3
4.0,-14.2477969695344,17.08456461944834,3
