late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-1.6741133046200174,-0.3346775950816053,0.8802891013447827,-1.3641349807756433,-0.3346775950816053,0.8802891013447827,5,8
