alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-9.305244144655585,13.150553249791075,3
100.0,-9.537519885115632,13.510929005847748,3
70.0,-9.662481850448275,13.702874986516472,3
60.0,-9.725563889069383,13.79919086978736,3
50.0,-9.807500378724129,13.923672970662198,3
40.0,-9.918650336688968,14.091355584451218,3
30.0,-10.079224209659433,14.33106593089444,3
10.0,-10.834108691050504,15.416752211051879,3
5.0,-11.345632959710422,16.118636607099965,3
4.0,-11.498638989192996,16.324379538045537,3
3.0,-11.6807131592051,16.566934723351096,3
1.0,-12.190103404249653,17.229998156229822,3
0.3,-12.48202142875524,17.58683306443687,3
0.1,-12.60642129470738,17.72291613073888,3
0.03,-12.660599139298116,17.776192601268708,3
0.01,-12.677641471798799,17.791942041919935,3
