n,feature,score,curve_r2
1,so W10p0 EOF2 lag1,,0.0852012301913048
2,so W10p0 EOF2 lag2,,0.1598607884578318
3,so W30p0 EOF3 lag20,,0.1863832085399254
4,thetao W10p0 EOF4 lag20,,0.195314994301941
5,thetao W30p0 EOF6 lag10,,0.2378366458262232
6,so W10p0 EOF6 lag20,,0.298476046228467
7,thetao W20p0 EOF10 lag15,,0.3220016195826448
8,thetao W30p0 EOF9 lag16,,0.3451293970079243
9,thetao W30p0 EOF2 lag20,,0.3486932775414417
10,so W30p0 EOF3 lag19,,0.409374917104266
