n_features,post_r2,delta_r2
1,0.48676007940758326,
2,0.6641446743508976,0.17738459494331438
3,0.6822516420557343,0.018106967704836663
4,0.67838480313377,-0.0038668389219642663
5,0.6810918349302493,0.0027070317964792423
6,0.699005604512001,0.017913769581751726
7,0.6986528508162027,-0.0003527536957983468
8,0.6985155436345586,-0.00013730718164406408
9,0.6989103867148019,0.00039484308024329007
10,0.7120073616673697,0.013096974952567786
11,0.7173773843269635,0.005370022659593854
12,0.7736766188021833,0.056299234475219784
13,0.7738550313032855,0.00017841250110217644
14,0.779888342090318,0.006033310787032509
15,0.7876336477392079,0.007745305648889866
16,0.7915037309618781,0.0038700832226702397
17,0.8335827360035425,0.0420790050416644
18,0.8343005313393111,0.0007177953357686562
19,0.8362090364655257,0.0019085051262145436
20,0.8375810358219304,0.0013719993564047517
21,0.893536277077261,0.05595524125533058
22,0.8936202123696514,8.393529239036912e-05
23,0.8933649609913827,-0.0002552513782686505
24,0.9052943593074982,0.011929398316115503
25,0.9072885746981312,0.0019942153906329363
26,0.9315204441042269,0.024231869406095674
27,0.9332621830570595,0.0017417389528326943
28,0.9429338369965022,0.009671653939442693
29,0.9429826333906179,4.8796394115702135e-05
30,0.9436917157642164,0.0007090823735984575
31,0.9484729874337346,0.00478127166951825
32,0.9615712629030168,0.013098275469282106
33,0.9648155729855712,0.0032443100825544358
34,0.9667048841179441,0.001889311132372895
35,0.9668804083499041,0.00017552423195998923
36,0.96668767159476,-0.00019273675514408506
37,0.9664063512304147,-0.00028132036434525
38,0.9701912352982638,0.003784884067849048
39,0.9701508677204035,-4.036757786030076e-05
40,0.9703032283227668,0.00015236060236334392
41,0.9701748724941882,-0.00012835582857861905
42,0.9736487528143954,0.0034738803202072344
43,0.9768523891176718,0.003203636303276358
44,0.9767113144537861,-0.00014107466388568746
45,0.9767261276566321,1.4813202846020168e-05
46,0.9767354221939235,9.294537291371086e-06
47,0.9780551619909683,0.0013197397970448055
48,0.9780642963869388,9.134395970500364e-06
49,0.9791060597298926,0.0010417633429538053
50,0.980336119846455,0.0012300601165623481
51,0.9807814961774819,0.0004453763310269254
52,0.9821076779532348,0.0013261817757529437
53,0.9828386197809752,0.0007309418277403612
54,0.9829777940524357,0.0001391742714604849
55,0.9829562366140554,-2.15574383802819e-05
56,0.985059173772727,0.002102937158671603
57,0.9855278070805841,0.00046863330785706925
58,0.9855288212385129,1.0141579288580616e-06
59,0.9862560508784647,0.0007272296399517542
60,0.9867362266720007,0.00048017579353598627
