alpha,mean_cv_r2,std_cv_r2,n_folds_used
5.0,0.37002099506123054,0.10986321572155996,3
4.0,0.3635477047521894,0.13774877300777416,3
10.0,0.3557827990521083,0.09194232734788614,3
3.0,0.35055380287708293,0.1795800408098979,3
1.0,0.2789482008758589,0.33610258039219576,3
0.3,0.2079426600906402,0.4471369708428867,3
0.1,0.1727860595464309,0.49203740368084536,3
0.03,0.1573221092880345,0.5096635526443777,3
0.01,0.15249508851046076,0.514885606070091,3
30.0,0.1334702160347483,0.12550259284012819,3
40.0,0.02484023168200104,0.14259753836869565,3
50.0,-0.07070824641476248,0.1716969840098444,3
60.0,-0.15394446021210959,0.2052988570935692,3
70.0,-0.22653194273092295,0.23889828255145662,3
100.0,-0.3959054327177294,0.3268963172343982,3
300.0,-0.8306036964935046,0.5836583346074088,3
