n,delta_r2,post_r2,var,lon_tag,mode,lag
4,0.0417860482538317,0.737796527795949,so,W30p0,1,5
9,0.03442092097058713,0.7855108758931629,thetao,W20p0,2,1
3,0.033022376527616526,0.6960104795421173,thetao,W10p0,2,18
22,0.03203455460686211,0.8413162561135632,so,W10p0,5,18
5,0.014321842581955124,0.7521183703779041,thetao,W10p0,2,19
