n,feature,score,curve_r2
1,so W10p0 EOF2 lag0,,0.0063976406827881
2,so W10p0 EOF2 lag1,,0.0065435107257676
3,so W60p0 EOF1 lag1,,0.0141559102938968
4,thetao W10p0 EOF4 lag8,,0.0260707352705078
5,thetao W10p0 EOF4 lag7,,0.0261263623485304
6,thetao W10p0 EOF4 lag9,,0.0358621748627691
7,so W60p0 EOF1 lag0,,0.0373340468509595
8,thetao W40p0 EOF2 lag2,,0.0400695917662713
9,so W10p0 EOF2 lag2,,0.0431495274108325
10,thetao W10p0 EOF4 lag6,,0.0431843012478887
