alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-7.189881908412083,7.976904447543838,3
100.0,-7.213661532285528,7.934661286274846,3
70.0,-7.258038299449606,7.94514854767767,3
60.0,-7.287480544001717,7.958005079465107,3
50.0,-7.332104102226389,7.9817318359854745,3
40.0,-7.403167293309967,8.025859039019306,3
30.0,-7.5247742529723185,8.112108269366411,3
10.0,-8.314400894173614,8.808318677382893,3
5.0,-9.0077307042764,9.481963651389684,3
4.0,-9.245435757976484,9.706072058976872,3
3.0,-9.555374197966616,9.982723423938314,3
1.0,-10.695900828559234,10.755790995715394,3
0.3,-11.642252905441081,11.08340678716136,3
0.1,-12.097656169710278,11.171695384745979,3
0.03,-12.295623364133876,11.201774689862464,3
0.01,-12.356984393157694,11.210367257019183,3
