alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-0.34035572008364623,0.628674775963299,3
5.0,-0.4396626017764224,0.3850981825090641,3
4.0,-0.4922690865231352,0.3309591930755921,3
3.0,-0.5632268606451273,0.29353907925537553,3
30.0,-0.7437049527823246,0.847677966055712,3
1.0,-0.824564035176596,0.3723255817714459,3
40.0,-1.0005141508110589,0.853877469072429,3
0.3,-1.146028510285894,0.5487644975517465,3
50.0,-1.2324269651494857,0.8606617844834169,3
60.0,-1.4363638056884405,0.8729590575150017,3
0.1,-1.500797104745578,0.8606982659472467,3
70.0,-1.6146837359164767,0.889945903843109,3
0.03,-1.794199337078861,1.1946564171512104,3
0.01,-1.9199876084248597,1.348858395513797,3
100.0,-2.0298513095517223,0.9530513389432023,3
300.0,-3.072994132638011,1.229687895319678,3
