n_features,post_r2,delta_r2
1,0.13684100990274695,
2,0.1346706522967237,-0.0021703576060232432
3,0.15967834451805807,0.025007692221334366
4,0.30879431684059044,0.14911597232253238
5,0.32358727410581967,0.014792957265229223
6,0.3567149414850972,0.033127667379277526
7,0.3899434862096467,0.0332285447245495
8,0.4129533100791827,0.023009823869535984
9,0.4426172916785117,0.029663981599329037
10,0.4756937543650198,0.0330764626865081
11,0.497300606104495,0.021606851739475186
12,0.5133163430254004,0.01601573692090541
13,0.556140184225052,0.04282384119965155
14,0.590750758963379,0.03461057473832707
15,0.5993437470844937,0.008592988121114642
16,0.6075786171764344,0.008234870091940683
17,0.6104735421994902,0.002894925023055883
18,0.6207298696718766,0.010256327472386362
19,0.6288018987604747,0.008072029088598054
20,0.6327502103643889,0.00394831160391429
21,0.6677750227859008,0.0350248124215119
22,0.6858553247505162,0.01808030196461541
23,0.6863591883691573,0.0005038636186410761
24,0.6870371041861228,0.0006779158169655242
25,0.687000613967692,-3.6490218430884624e-05
26,0.6940941467585655,0.007093532790873547
27,0.7245719814362774,0.030477834677711924
28,0.7612959324416411,0.03672395100536363
29,0.7633551388113523,0.0020592063697112417
30,0.7636705893695784,0.0003154505582261269
31,0.7717369371078735,0.008066347738295065
32,0.782982572388623,0.01124563528074951
33,0.7889361597892179,0.0059535874005949285
34,0.7929040530912436,0.003967893302025627
35,0.7958221565527449,0.0029181034615013424
36,0.811579652450736,0.015757495897991136
37,0.811788705920756,0.00020905347001998198
38,0.820137852356887,0.008349146436130939
39,0.8305999527617512,0.010462100404864283
40,0.8468695268165883,0.016269574054837088
41,0.8470501352185509,0.00018060840196254535
42,0.8564449848126919,0.009394849594141053
43,0.8567775790100458,0.00033259419735387485
44,0.8671161185847648,0.010338539574718975
45,0.8657362765831574,-0.0013798420016073454
46,0.8661448871917676,0.0004086106086101937
47,0.8716968184541185,0.005551931262350873
48,0.8920977757209236,0.02040095726680513
49,0.8925943935149476,0.0004966177940239902
50,0.8924124748896376,-0.00018191862531002911
51,0.8939058939652763,0.0014934190756387133
52,0.8956199431934155,0.001714049228139225
53,0.8982101180985305,0.002590174905114928
54,0.8986115167076422,0.0004013986091117028
55,0.9025058027418065,0.003894286034164307
56,0.905997943634675,0.003492140892868534
57,0.9060291237851643,3.1180150489307223e-05
58,0.9061732114946714,0.00014408770950713468
59,0.9064583981496089,0.00028518665493748596
60,0.9173884185745811,0.010930020424972153
