alpha,mean_cv_r2,std_cv_r2,n_folds_used
30.0,-0.6043043742328352,1.0282528630873582,3
40.0,-0.6136108761917801,0.8878399348661556,3
50.0,-0.6276962765372911,0.7993337522973267,3
60.0,-0.6429542091926614,0.7442131638132743,3
70.0,-0.657958897919786,0.7110113106397264,3
10.0,-0.6623498563925884,1.644072202327996,3
100.0,-0.6974928142318949,0.6798818408574532,3
5.0,-0.7435241688585305,1.970932349847768,3
4.0,-0.7705968439930578,2.056488310798829,3
3.0,-0.8047724776541471,2.1509981772223865,3
300.0,-0.8164280239839877,0.7858267155457896,3
1.0,-0.947171319908902,2.3341890040701263,3
0.3,-1.252015658354799,2.221436179499441,3
0.1,-1.6184415474768112,2.046529853767713,3
0.03,-1.8735983504318234,1.9715569869386314,3
0.01,-1.9697375935223995,1.956478840205262,3
