n_features,post_r2,delta_r2
1,0.10848536568450673,
2,0.11966100253776923,0.011175636853262505
3,0.21733149594900603,0.09767049341123679
4,0.2684061632383985,0.05107466728939247
5,0.3717153494628639,0.10330918622446539
6,0.4057782005520141,0.03406285108915019
7,0.4603800560756047,0.05460185552359065
8,0.49926240983186365,0.038882353756258925
9,0.4991220885979534,-0.00014032123391027884
10,0.5331385876672434,0.03401649906929005
11,0.5339721713957195,0.0008335837284760839
12,0.5471924453934398,0.0132202739977203
13,0.5585478000521286,0.011355354658688754
14,0.7565485240502177,0.1980007239980891
15,0.7529206006708232,-0.0036279233793944377
16,0.7800462489326334,0.027125648261810187
17,0.7800426587687594,-3.590163873967711e-06
18,0.7806039977145708,0.0005613389458113405
19,0.8227663770431018,0.04216237932853106
20,0.8276282911939399,0.0048619141508380315
21,0.8636417941605512,0.03601350296661132
22,0.8733683998256971,0.009726605665145938
23,0.8779009754900295,0.0045325756643324056
24,0.8957762274563793,0.01787525196634976
25,0.8964343358551426,0.0006581083987633463
26,0.9111524355736376,0.014718099718494915
27,0.9494008443520779,0.03824840877844038
28,0.957061887123124,0.007661042771046067
29,0.9639377883019985,0.006875901178874488
30,0.9637277630720831,-0.0002100252299154226
31,0.9794395772737029,0.015711814201619823
32,0.9891067903239213,0.009667213050218448
33,0.9899658060216979,0.0008590156977765773
34,0.9896827290082484,-0.00028307701344953973
35,0.9931495266907437,0.0034667976824953595
36,0.9934725106224563,0.0003229839317125949
37,0.9934719257596525,-5.848628038540582e-07
38,0.9952577217406663,0.0017857959810138047
39,0.9974932003290761,0.0022354785884097783
40,0.9977746911926763,0.0002814908636001867
41,0.9978152429728807,4.055178020445638e-05
42,0.9979713034474692,0.00015606047458849304
43,0.9979614285784134,-9.874869055792601e-06
44,0.9979615520195038,1.2344109034945205e-07
45,0.9980058024085319,4.425038902811096e-05
46,0.998201158906342,0.00019535649781010633
47,0.9981986278878734,-2.531018468587831e-06
48,0.99828877853202,9.015064414663598e-05
49,0.9984526150024874,0.00016383647046736005
50,0.9984550907737849,2.475771297527629e-06
51,0.9985155847655576,6.0493991772658795e-05
52,0.9985176414479301,2.05668237251988e-06
53,0.9989426312106096,0.00042498976267946187
54,0.9990182737476627,7.564253705316659e-05
55,0.9990424708787868,2.4197131124115145e-05
56,0.9990652285208862,2.2757642099358044e-05
57,0.9990978549328506,3.26264119644426e-05
58,0.9994821731793166,0.00038431824646600887
59,0.9995236259971624,4.145281784573296e-05
60,0.9995318511985789,8.225201416522943e-06
