alpha,mean_cv_r2,std_cv_r2,n_folds_used
0.1,-0.020359031531609006,0.46177982913165044,3
0.3,-0.03021983632075657,0.42899909076305837,3
0.03,-0.04357529031076324,0.47907918875305483,3
0.01,-0.058542541488125655,0.4899806216228414,3
1.0,-0.11864554858617611,0.3148028732864996,3
3.0,-0.19687448895972093,0.18339424662267753,3
4.0,-0.20712845209245265,0.15261606236527173,3
5.0,-0.21230765306328733,0.12964496187330213,3
10.0,-0.21907672063145958,0.06135255720892606,3
30.0,-0.24276876079126045,0.05586730943256858,3
40.0,-0.2596581513416643,0.0928697458398637,3
50.0,-0.2766354736458983,0.12502726583384077,3
60.0,-0.29285428326544033,0.15346107861832656,3
70.0,-0.30799877722831764,0.17882299677426833,3
100.0,-0.3466733421848385,0.24063428637294676,3
300.0,-0.46470363746776466,0.4186584338107136,3
