n,feature,score,curve_r2
1,so W40p0 EOF1 lag0,,0.0006038339610774
2,so W40p0 EOF2 lag2,,0.0153538739920098
3,so W30p0 EOF5 lag3,,0.0208438826747802
4,so W40p0 EOF2 lag3,,0.0330172706672451
5,so W30p0 EOF5 lag4,,0.0342760492730997
6,thetao W30p0 EOF10 lag1,,0.0370570957744627
7,so W30p0 EOF5 lag2,,0.0405471492316211
8,so W60p0 EOF2 lag1,,0.0835187501563907
9,so W60p0 EOF2 lag2,,0.1173083265091288
10,thetao W40p0 EOF1 lag0,,0.1196565150145471
