n,delta_r2,post_r2,var,lon_tag,mode,lag
3,0.1772104982334728,0.5504548326714487,so,W30p0,1,4
11,0.0801579650172014,0.8098836916223183,so,W30p0,1,5
15,0.06558081805498361,0.8806798073536574,thetao,W20p0,4,20
5,0.0543697975375963,0.6350686245861767,so,W60p0,1,2
6,0.049434336546922975,0.6845029611330997,thetao,W30p0,4,0
4,0.030243994377131767,0.5806988270485804,so,W60p0,1,0
9,0.030189546263264422,0.7169335988175289,thetao,W60p0,2,0
24,0.020610994062819188,0.9465337612186766,thetao,W10p0,9,17
17,0.01966756150090143,0.8990485089338177,so,W10p0,4,2
10,0.012792127787587981,0.7297257266051169,so,W30p0,1,3
2,0.011253274509537392,0.3732443344379759,so,W60p0,1,1
