alpha,mean_cv_r2,std_cv_r2,n_folds_used
1.0,-2.0590864847245327,2.5322536248616903,3
0.3,-2.2017827848032785,2.5881069892777933,3
3.0,-2.2466863956797574,2.7868775163094655,3
0.1,-2.312252164102017,2.6483129784600226,3
0.03,-2.363613936291285,2.677489512790069,3
0.01,-2.379751752261664,2.686769294356474,3
4.0,-2.3998015577132676,2.9702114829663366,3
5.0,-2.5518136366300026,3.157656043429742,3
10.0,-3.1873159638524746,3.999909070204454,3
30.0,-4.414243466141786,5.821884795531529,3
40.0,-4.706049569121518,6.281146896541403,3
50.0,-4.9118750978384265,6.607974429033857,3
60.0,-5.0653770228216795,6.852017409362538,3
70.0,-5.1845986820510435,7.040967762352373,3
100.0,-5.423947968758117,7.415780604716953,3
300.0,-5.8882599137600735,8.09995172302445,3
