alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-12.442877893257005,16.620826296636242,3
5.0,-12.583316484458507,17.00075258062129,3
4.0,-12.70203228102878,17.16485360381578,3
30.0,-12.886073934602448,16.558719443039777,3
3.0,-12.896936501769842,17.395542464246216,3
40.0,-13.081998627132977,16.638909299017893,3
50.0,-13.239610912897172,16.71572478581858,3
60.0,-13.367475396940875,16.78339524977679,3
70.0,-13.472704523446225,16.84167335725761,3
100.0,-13.698585334309344,16.97191652945598,3
1.0,-13.816173198315314,18.309075614670068,3
300.0,-14.179000160128764,17.255238108342542,3
0.3,-14.560386346813617,19.0052985583326,3
0.1,-14.867040058723312,19.293408710127288,3
0.03,-14.988976265923514,19.408547668484715,3
0.01,-15.025412599600408,19.44302434767701,3
