member,year,is_train_time,y_true,y_pred
r10i1p1f1,1853,True,20.334646,21.067859653329265
r10i1p1f1,1854,True,19.691057,20.732043428929938
r10i1p1f1,1855,True,19.976448,21.00015619202785
r10i1p1f1,1856,True,21.124096,21.49905929049961
r10i1p1f1,1857,True,19.04488,21.39679372915325
r10i1p1f1,1858,True,18.766632,21.700209621732654
r10i1p1f1,1859,True,20.325432,21.674260590927346
r10i1p1f1,1860,True,18.819963,21.376825221477837
r10i1p1f1,1861,True,19.707016,21.936596621957708
r10i1p1f1,1862,True,20.190346,22.214461136899555
r10i1p1f1,1863,True,22.024946,22.57702492456816
r10i1p1f1,1864,True,21.706974,22.48775382087923
r10i1p1f1,1865,True,22.652332,22.000124300468684
r10i1p1f1,1866,True,20.826254,21.681378945620498
r10i1p1f1,1867,True,20.430416,21.91966538894024
r10i1p1f1,1868,True,21.22178,21.836952111161953
r10i1p1f1,1869,True,22.471981,21.799356418886095
r10i1p1f1,1870,True,21.203718,21.85437096995372
r10i1p1f1,1871,True,21.388294,21.7904899403189
r10i1p1f1,1872,True,21.882315,21.980481036488285
r10i1p1f1,1873,True,21.101448,22.361180145817944
r10i1p1f1,1874,True,21.614536,21.745535919503585
r10i1p1f1,1875,True,21.242863,22.01864417592549
r10i1p1f1,1876,True,20.844246,22.523048768856405
r10i1p1f1,1877,True,21.593132,21.85521050327413
r10i1p1f1,1878,True,21.51387,21.53921457257102
r10i1p1f1,1879,True,21.405258,21.569901254374336
r10i1p1f1,1880,True,21.859173,21.517462579407475
r10i1p1f1,1881,True,22.675459,21.707671976353353
r10i1p1f1,1882,True,22.445984,22.1103238864769
r10i1p1f1,1883,True,22.422724,21.906009844788986
r10i1p1f1,1884,True,21.461233,21.80809691128797
r10i1p1f1,1885,True,21.490126,22.086063071713653
r10i1p1f1,1886,True,21.70136,21.735630777805586
r10i1p1f1,1887,True,21.849363,21.83524594297088
r10i1p1f1,1888,True,21.30874,22.188909507500338
r10i1p1f1,1889,True,20.785439,21.72930098588057
r10i1p1f1,1890,True,20.343287,21.73849843709589
