n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.2436350356803382
2,so W60p0 EOF1 lag0,,0.4152997085761497
3,so W60p0 EOF1 lag1,,0.489135350447289
4,so W20p0 EOF2 lag1,,0.4859371182225884
5,so W40p0 EOF2 lag2,,0.5368686672884425
6,so W30p0 EOF2 lag0,,0.5815123035148388
7,so W20p0 EOF2 lag2,,0.5812659980996292
8,so W40p0 EOF2 lag1,,0.5935030212077538
9,so W10p0 EOF2 lag1,,0.5927268099096153
10,so W30p0 EOF1 lag2,,0.5920736150024768
