Top curve-selected candidate steps (mapped to ranked features)
MODEL=IPSL-CM6A-LR  TARGET=AMOC_45N_member  MODE=member  RUN=r32i1p1f1
curve_file=/data/users/frekle/Final_figures/IPSL-CM6A-LR/AMOC_45N_member/Feature_selection/r32i1p1f1/spike_curve_post.csv
candidate_method=all  topK=10  score_col=None

n=  1  curve_r2=0.2436  feature=thetao W40p0 EOF3 lag0
n=  2  curve_r2=0.4153  feature=so W60p0 EOF1 lag0
n=  3  curve_r2=0.4891  feature=so W60p0 EOF1 lag1
n=  4  curve_r2=0.4859  feature=so W20p0 EOF2 lag1
n=  5  curve_r2=0.5369  feature=so W40p0 EOF2 lag2
n=  6  curve_r2=0.5815  feature=so W30p0 EOF2 lag0
n=  7  curve_r2=0.5813  feature=so W20p0 EOF2 lag2
n=  8  curve_r2=0.5935  feature=so W40p0 EOF2 lag1
n=  9  curve_r2=0.5927  feature=so W10p0 EOF2 lag1
n= 10  curve_r2=0.5921  feature=so W30p0 EOF1 lag2
