n,feature,score,curve_r2
1,so W10p0 EOF2 lag1,,0.0088670246975812
2,so W10p0 EOF2 lag0,,0.0274073809033928
3,thetao W60p0 EOF10 lag0,,0.0375277934158773
4,so W40p0 EOF1 lag0,,0.04247860454287
5,thetao W10p0 EOF8 lag19,,0.0534860130398474
6,so W10p0 EOF2 lag2,,0.0536071383804638
7,thetao W10p0 EOF8 lag20,,0.0632269209078
8,so W40p0 EOF5 lag1,,0.1069704072396597
9,so W20p0 EOF10 lag6,,0.1074321088904051
10,so W40p0 EOF2 lag2,,0.1088936608651631
