late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.46357572393634516,0.5170536943424555,0.749099364191156,0.21349932993764953,0.5170536943424557,0.7490993641911559,13,5
