n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.2254539062744389
2,so W30p0 EOF1 lag4,,0.3463781977841359
3,thetao W60p0 EOF2 lag0,,0.450751956017857
4,so W30p0 EOF1 lag5,,0.4862302132070959
5,so W10p0 EOF4 lag1,,0.5002294674160264
6,thetao W20p0 EOF2 lag0,,0.5117034837594503
7,so W10p0 EOF4 lag0,,0.5171095469816995
8,so W30p0 EOF1 lag7,,0.5168079111483781
9,so W30p0 EOF1 lag6,,0.5184315106000813
10,so W10p0 EOF4 lag2,,0.5181456464363813
