year,amoc_true,amoc_pred,is_used,is_train,is_test,split_year,alpha,test_r2,model,target,mode,features
1850,12.33165454864502,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1851,12.112833976745605,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1852,12.290653228759766,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1853,12.40682315826416,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1854,12.316900253295898,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1855,12.310589790344238,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1856,12.215492248535156,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1857,12.080981254577637,,False,False,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1858,12.197647094726562,-0.03371112341124981,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1859,12.484816551208496,0.08966549193096193,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1860,12.537731170654297,0.11369236664702985,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1861,12.466812133789062,0.0968920071302539,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1862,12.478534698486328,0.058086858077198655,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1863,12.673245429992676,0.020653041814750157,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1864,12.764457702636719,0.052673502898722885,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1865,12.367219924926758,0.11946652767399292,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1866,12.19762134552002,0.11480623685536161,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1867,12.227974891662598,0.11479318057328643,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1868,12.14806842803955,0.10387286545174622,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1869,12.419149398803711,0.03020411957354876,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1870,12.072227478027344,0.02929116463240417,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1871,12.130599975585938,0.0703659248770191,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1872,12.183856010437012,0.058990144796013784,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1873,12.037962913513184,0.026460996153071747,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1874,12.334025382995605,-0.006239707002775526,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1875,12.303512573242188,-0.0015795584685229281,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1876,11.972594261169434,-0.0761268672992671,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1877,11.925002098083496,-0.1894334671673273,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1878,11.959232330322266,-0.1398471809454554,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1879,12.295469284057617,-0.08969413402809422,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1880,12.040434837341309,-0.08293604870195993,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1881,12.053497314453125,-0.06560660863664448,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1882,12.216495513916016,-0.1325600887192008,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1883,12.166336059570312,-0.10841980046285835,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1884,12.386432647705078,-0.04369264236467739,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1885,12.503946304321289,0.03319870273846675,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1886,12.310016632080078,0.06420926930572901,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1887,12.795438766479492,0.09826052135994486,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1888,12.67483139038086,0.08663488511431952,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1889,12.648815155029297,0.016169163796493573,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1890,12.438977241516113,0.062029956470063895,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1891,12.559950828552246,0.061997235322515276,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1892,12.62047004699707,0.15849803815120378,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1893,12.376694679260254,0.16687337773876018,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1894,12.85319995880127,0.19561527341154145,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1895,12.599149703979492,0.13919065153968704,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1896,12.388617515563965,0.11863756596916857,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1897,12.436064720153809,0.08493705950249857,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1898,12.369851112365723,0.038502299260173366,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1899,12.390209197998047,0.021942059062639675,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1900,12.508365631103516,-0.035489462421428426,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1901,12.537325859069824,-0.05289789780356115,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1902,12.479183197021484,0.01054258224015737,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1903,12.624744415283203,0.01407663137565039,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1904,12.404047966003418,0.029610004019960168,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1905,12.31955623626709,0.015855069508289094,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1906,12.308029174804688,-0.010719415097328747,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1907,12.820440292358398,0.04789519961256147,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1908,12.613853454589844,0.026412178266915606,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1909,12.70076847076416,0.0008654051693657588,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
1910,12.826227188110352,0.004852199455484245,True,True,False,1989,30.0,0.0961426296982788,IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,thetao W60p0 EOF1 lag8
