alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-5.088286163151076,4.37729660794402,3
100.0,-7.520202161786311,7.830841411619955,3
70.0,-9.155086600129135,10.207516252052459,3
60.0,-10.061897764310471,11.52947687740189,3
50.0,-11.316493149226213,13.359393614464548,3
40.0,-13.146857768213545,16.028326481666046,3
30.0,-16.01934477864957,20.211797986000878,3
10.0,-31.442819535688898,42.608156511158406,3
5.0,-41.83065519171222,57.75535841272425,3
4.0,-44.740466501606846,62.03614816909252,3
3.0,-48.04990189883848,66.94116594622899,3
1.0,-56.20560953001879,79.24085353681286,3
0.3,-59.86803181593168,84.44691300678035,3
0.1,-61.19826562912531,85.9074603208101,3
0.03,-61.74589220829284,86.38055844013333,3
0.01,-61.91438502239276,86.5092243773718,3
