k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label,mode,model,target,select_on,min_lag,max_lag,source_dir
3,0.4521466028737089,0.6724261648548046,-0.318328077038436,-0.1873056422252412,"1,10,39",thetao W60p0 EOF5 lag6 | thetao W10p0 EOF5 lag7 | thetao W60p0 EOF7 lag7,spike_curve_post.csv,all,train,normal,AMOC_45N_member,Not_detrended,member,CESM2,AMOC_45N_member,train,4,,/data/users/frekle/Final_figures/CESM2/AMOC_45N_member/Feature_selection/r9i1p1f1/Not_detrended/Selected_on_train/amoc_variant_normal/lag_policy_4minlag_Nonemax
