n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.08401718253232093,0.3575034958700015,thetao,W60p0,2,0
5,0.06394809374112775,0.4349403969288461,so,W10p0,4,0
22,0.037309543319506755,0.5645224165660943,thetao,W20p0,2,14
10,0.034056460600357386,0.4846795082684634,so,W30p0,1,7
27,0.016465714944907228,0.5989702918934103,thetao,W60p0,2,11
20,0.01531692465029555,0.5278782167070057,thetao,W60p0,2,13
7,0.013271566275308677,0.4481204218312872,so,W60p0,1,18
16,0.011531848844481996,0.5112995411375103,so,W30p0,1,9
3,0.011531837962990954,0.3690353338329925,thetao,W20p0,2,0
30,0.010934442522359533,0.6178236578394074,so,W30p0,1,2
33,0.01071655715339248,0.6298793318629274,thetao,W60p0,2,14
