n_features,post_r2,delta_r2
1,0.2734863133376806,
2,0.3575034958700015,0.08401718253232093
3,0.3690353338329925,0.011531837962990954
4,0.37099230318771836,0.0019569693547258904
5,0.4349403969288461,0.06394809374112775
6,0.4348488555559785,-9.154137286759845e-05
7,0.4481204218312872,0.013271566275308677
8,0.4471534875086677,-0.0009669343226195171
9,0.450623047668106,0.003469560159438334
10,0.4846795082684634,0.034056460600357386
11,0.4924079424737159,0.007728434205252488
12,0.49269974947903894,0.0002918070053230526
13,0.494939576668324,0.0022398271892850596
14,0.49791345653495955,0.0029738798666355537
15,0.4997676922930283,0.0018542357580687563
16,0.5112995411375103,0.011531848844481996
17,0.512684886490787,0.0013853453532767235
18,0.5127457559857427,6.086949495565097e-05
19,0.5125612920567102,-0.00018446392903248565
20,0.5278782167070057,0.01531692465029555
21,0.5272128732465875,-0.000665343460418244
22,0.5645224165660943,0.037309543319506755
23,0.5642836405952676,-0.00023877597082666568
24,0.5725246618712403,0.008241021275972704
25,0.5730181763357652,0.0004935144645249467
26,0.5825045769485031,0.009486400612737866
27,0.5989702918934103,0.016465714944907228
28,0.5995255050934132,0.0005552132000028465
29,0.6068892153170479,0.00736371022363469
30,0.6178236578394074,0.010934442522359533
31,0.6190052695775901,0.001181611738182653
32,0.619162774709535,0.00015750513194490168
33,0.6298793318629274,0.01071655715339248
34,0.6295644439853199,-0.00031488787760758363
35,0.6328398035053866,0.003275359520066745
36,0.6335130556161073,0.0006732521107206679
37,0.6334764516291115,-3.660398699578682e-05
38,0.637666825409197,0.004190373780085466
39,0.6387361161816021,0.0010692907724051404
40,0.6401420920821599,0.0014059759005577988
41,0.64098929064092,0.0008471985587601427
42,0.6407436189437103,-0.00024567169720968174
43,0.6493553496169633,0.008611730673252938
44,0.6495038539348978,0.00014850431793456131
45,0.6542076726571915,0.00470381872229364
46,0.6552972138279148,0.0010895411707233515
47,0.6564912569457805,0.0011940431178656397
48,0.660232592980772,0.0037413360349914937
49,0.6610592366674437,0.0008266436866717353
50,0.6637722792628027,0.002713042595358983
51,0.6655936031292424,0.001821323866439739
52,0.6651813879691584,-0.0004122151600840507
53,0.6672850709696021,0.0021036830004437235
54,0.6671584573605076,-0.0001266136090944947
55,0.6699376907531281,0.0027792333926205393
56,0.670064380584811,0.00012668983168284687
57,0.676021167068582,0.005956786483770959
58,0.6830916169415473,0.007070449872965345
59,0.6906850602936354,0.007593443352088114
60,0.6907411950799098,5.613478627441992e-05
