alpha,mean_cv_r2,std_cv_r2,n_folds_used
30.0,-0.0073995018035075315,0.1861574674685129,3
40.0,-0.029237364162891615,0.1552598377450929,3
50.0,-0.056726674099355646,0.13577165811015765,3
60.0,-0.08439344810174465,0.12336917466193492,3
10.0,-0.09000912006419126,0.37304533894698305,3
70.0,-0.11039087014489353,0.11597082402144697,3
100.0,-0.1751931859639634,0.11180894441071218,3
5.0,-0.22595479630805257,0.535694987401463,3
4.0,-0.269635176418724,0.5875858262263436,3
3.0,-0.321422868886133,0.6509373361494601,3
300.0,-0.3507719473851463,0.16806839335299148,3
1.0,-0.45629642418354527,0.839715257133766,3
0.3,-0.52047910516209,0.9524289412257384,3
0.1,-0.545166504556083,0.9976557519924351,3
0.03,-0.5556938019720805,1.0163186058075473,3
0.01,-0.5589818283574636,1.022030828579177,3
