alpha,mean_cv_r2,std_cv_r2,n_folds_used
0.01,-1.3526221813988044,0.9491490381736435,3
0.03,-1.3571641960678358,0.9436064895197704,3
0.1,-1.3732339674517384,0.9256298787217727,3
0.3,-1.4197303287514302,0.8863000426608157,3
1.0,-1.5740723168395165,0.8678566827689944,3
3.0,-1.899391696217674,1.1744046274920896,3
4.0,-2.0149995129127287,1.3214329112708054,3
5.0,-2.1105479428928686,1.4423374966468878,3
10.0,-2.4187047746821935,1.7941779295965414,3
30.0,-2.8113775732719923,2.1202531116192724,3
40.0,-2.8747350890644463,2.1555725020266916,3
50.0,-2.9122784853406016,2.1721358391668972,3
60.0,-2.936267725221524,2.180042043640149,3
70.0,-2.9524615612983016,2.183575527700043,3
100.0,-2.97835796426701,2.183872491991565,3
300.0,-3.003191971554956,2.1602628351152555,3
