k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label
1,0.5530902159791955,0.7437190581251978,-0.11208702177141316,0.32461186157344785,0,thetao W40p0 EOF3 lag0,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r2i1p1f1
2,0.6030536722076161,0.7765761884956726,-0.04829542432834488,0.5828168643384727,"0,25",thetao W40p0 EOF3 lag0 | so W30p0 EOF1 lag4,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r2i1p1f1
3,0.6395895917471516,0.7997495931191698,-0.4988322164444363,0.4619856366114531,"0,23,25",thetao W40p0 EOF3 lag0 | thetao W60p0 EOF7 lag0 | so W30p0 EOF1 lag4,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r2i1p1f1
