n,feature,score,curve_r2
1,thetao W10p0 EOF1 lag3,,0.6259902663194948
2,thetao W10p0 EOF1 lag2,,0.6488508889137776
3,thetao W10p0 EOF1 lag5,,0.651084915959055
4,thetao W10p0 EOF1 lag4,,0.651089496167875
5,thetao W10p0 EOF1 lag6,,0.675447577374954
6,thetao W10p0 EOF1 lag1,,0.67640009037883
7,so W10p0 EOF4 lag16,,0.6861503845094088
8,thetao W10p0 EOF2 lag13,,0.780324150679967
9,thetao W10p0 EOF2 lag15,,0.8699319009000183
10,so W10p0 EOF4 lag17,,0.8811865353949319
